source_file,source_name,month,document_type,invoice_number,invoice_date,page,product_code,description,description_note,size,order_unit,quantity,net_price_per_order_unit,goods_value,vat_rate
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,80000142,MAGNERS ORIG 24x330ml NRB,,,CS,1.0,19.44,19.44,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,BOT055,BOTTEGA GOLD PROSEC 24X20CL CS,,,CS,1.0,67.68,67.68,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,BRE017,BREWDOG PUNK IPA NRB 12X330ML,,,CS,1.0,19.7,19.7,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,BUD010,BUDWEISER 4.5% 24X330ML,,,CS,1.0,22.77,22.77,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,DIE008,IRN BRU DIET NRB 330X24,,,CS,1.0,19.99,19.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,FAN015,FANTA ORANGE ICON 24X330 NRB,,,CS,1.0,16.49,16.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,GIN029,BSD GINGER BEER 200MLX24,,,CS,1.0,16.87,16.87,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,GOR003,GORDONS GIN 70cl x 6,,,EA,2.0,12.45,24.9,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,GUI003,Guinness Draught 30L Keg,,30L,EA,2.0,106.93,213.86,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,IRN013,IRN BRU NRB 24 X 330ML NRB,,,CS,1.0,19.99,19.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,KOP003,KOPPARB MIXED FRUIT 15X500 NRB,,,CS,1.0,26.57,26.57,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,KOP018,KOPPARB S/LIME ALC FREE 8X500,,,CS,1.0,11.37,11.37,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,KRA001,KRAKEN SPICED DARK RUM 6X70CL,,,EA,1.0,18.49,18.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,PAD005,PADDOCK CHARDONNAY 6X75CL,,,EA,10.0,5.11,51.1,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,PAD006,PADDOCK SHIRAZ 75X6,,,EA,8.0,5.03,40.24,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,PEP023,DIET PEPSI 24 X 200ML NRB,,,CS,2.0,12.37,24.74,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,RED009,RED BULL CAN 24 X 250ML CAN,,,CS,1.0,27.95,27.95,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,SMI002,SMIRNOFF RED LABEL 1.5L x6,,,EA,1.0,26.19,26.19,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,SMIR03,Smirnoff - Red 6x70cl,,,EA,6.0,12.45,74.7,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00032446,PEPSI MAX 200X24,SHARED ITEM,,CS,1.0,10.76,10.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00035757,SANTA RITA 8KM MERLOT 75x6,SHARED ITEM,,EA,6.0,6.3,37.8,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00040082,DA LUCA PROSECCO ROSE 75X6,SHARED ITEM,,EA,6.0,8.08,48.48,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00041945,EL CUYO MALBEC 75X6,SHARED ITEM,,EA,6.0,6.48,38.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00045359,BRITVIC MIXERS BASE 7LX1,ALL BUSINESS UNITS,,EA,1.0,76.65,76.65,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00045365,BRITVIC HALO LEMON 5CLX1,Shared Sku,,EA,1.0,45.0,45.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00045634,BRITVIC DISPENSE TONIC 5CLX1,Shared Sku,,EA,1.0,45.0,45.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,2,T00045890,MAGLIA ROSA PG 10.5% 75X12,SHARED ITEM,,EA,6.0,5.38,32.28,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,3,T00045954,CORTE VIGNA PG 10.5% 75X12,SHARED ITEM,,EA,6.0,5.47,32.82,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,3,T00046001,MAGLIA ROSA BLUSH 10.5% 75X12,SHARED ITEM,,EA,6.0,5.46,32.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,3,T00046200,WHISP HILLS WHT ZINF 8% 75X6,SHARED ITEM,,EA,5.0,4.09,20.45,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,3,T00046710,SANTA RITA 8KM SAUVB 12.5%75X6,MCW & BWL SHARED,,EA,10.0,6.3,63.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,3,T00046734,PEPSI NRB 200x24,,,CS,2.0,13.44,26.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,3,T00047627,LA CAMPAGNE MERLOT 75x6,SHARED SKU,,EA,6.0,6.29,37.74,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,3,TON004,BSD TONIC 200MLX24,,,CS,1.0,13.68,13.68,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,4,TON004,BSD TONIC 200MLX24,Free of Charge,,CS,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,2.0,130.75,261.5,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,80000672,Menabrea Bionda 0% 24x330ml,,,CS,1.0,16.99,16.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,BAC002,BACARDI SUPERIOR RUM 1.5L x6,,,EA,1.0,34.91,34.91,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,BOW003,BOWMORE 12YO 6X70,SHARED ITEM,,EA,1.0,32.59,32.59,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,GOR002,GORDONS GIN 1.5L x6,,,EA,1.0,27.09,27.09,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,GRO003,FAMOUS GROUSE WHKY 1.5L x6,,,EA,1.0,30.45,30.45,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,JAC002,JACK DANIELS 1.5L x6,,,EA,1.0,43.9,43.9,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,SPI001,CAPT MORGAN SPICED RUM 70cl x6,,,EA,1.0,12.99,12.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,SPI002,CAPT MORGAN SPICE 1.5L x6,,,EA,1.0,27.09,27.09,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,T00031626,DA LUCA PROSECCO 20X24,SHARED ITEM,,CS,1.0,61.2,61.2,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,T00033841,BORGO TESIS PINOT GRIGIO 75x12,SHARED ITEM,,EA,5.0,7.34,36.7,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,T00035757,SANTA RITA 8KM MERLOT 75x6,SHARED ITEM,,EA,5.0,6.3,31.5,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,1,T00046582,GORDONS PINK 35% 1.5LX6,ALL BUSINESS UNITS,,EA,1.0,28.49,28.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,2,T00046710,SANTA RITA 8KM SAUVB 12.5%75X6,MCW & BWL SHARED,,EA,6.0,6.3,37.8,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,2,T00047689,FAMOUS GROUSE WHISKY 70X6,ALL BUSINESS UNITS,,EA,1.0,15.76,15.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,2,TON005,BSD TONIC LOW CAL 200MLX24,,,CS,1.0,13.68,13.68,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.17  855.18 3650232_77940997.pdf,4.17  855.18 3650232_77940997.pdf,2026.04,invoice,3650232,2026-04-17,3,T00033841,BORGO TESIS PINOT GRIGIO 75x12,Free of Charge | SHARED ITEM,,EA,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,400751,Menabrea 4.8% 50L Keg,,50L,EA,1.0,174.01,174.01,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,80000142,MAGNERS ORIG 24x330ml NRB,,,CS,1.0,19.44,19.44,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,DIE008,IRN BRU DIET NRB 330X24,,,CS,1.0,19.99,19.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,GUI003,Guinness Draught 30L Keg,,30L,EA,1.0,106.93,106.93,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,IRN013,IRN BRU NRB 24 X 330ML NRB,,,CS,1.0,19.99,19.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,KOP008,KOPPARB STRAW/LIME 15X500 NRB,,,CS,1.0,26.57,26.57,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,LIM009,BVC LIME CORDIAL 1LT x12,,,CS,1.0,20.53,20.53,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,PEP023,DIET PEPSI 24 X 200ML NRB,,,CS,1.0,12.37,12.37,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,T00032446,PEPSI MAX 200X24,SHARED ITEM,,CS,1.0,10.76,10.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,T00033841,BORGO TESIS PINOT GRIGIO 75x12,SHARED ITEM,,EA,10.0,7.34,73.4,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,T00040844,PULPO WEST CAPE SAUV B 75X6,SHARED ITEM,,EA,10.0,6.43,64.3,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,T00041945,EL CUYO MALBEC 75X6,SHARED ITEM,,EA,6.0,6.48,38.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,1,T00045359,BRITVIC MIXERS BASE 7LX1,ALL BUSINESS UNITS,,EA,1.0,76.65,76.65,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,2,T00045362,BRITVIC DISPENSE GINGER 5CLX1,Shared Sku,,EA,1.0,45.0,45.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,2,T00045365,BRITVIC HALO LEMON 5CLX1,Shared Sku,,EA,1.0,45.0,45.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,2,T00045634,BRITVIC DISPENSE TONIC 5CLX1,Shared Sku,,EA,1.0,45.0,45.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,2,T00046734,PEPSI NRB 200x24,,,CS,1.0,13.44,13.44,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,2,T00047414,LA CAMPAGNE CHARDONNAY 75x6,Shared Sku,,EA,8.0,6.21,49.68,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,2,T00048731,PEPSI MAX BIB 7LX1,All Business Units,,CS,1.0,51.88,51.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.24 1096.20 3654767_77987739.pdf,4.24 1096.20 3654767_77987739.pdf,2026.04,invoice,3654767,2026-04-24,3,T00033839,BORGO TESIS CAB/SAUV 75x12,Free of Charge | SHARED ITEM,,EA,2.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/3669570_78085010.pdf,3669570_78085010.pdf,2026.05,invoice,3669570,2026-05-08,1,400890,T. Lager 24x20oz Glass,Free of Charge,,CS,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/3669570_78085010.pdf,3669570_78085010.pdf,2026.05,invoice,3669570,2026-05-08,1,80000712,MENABREA 20oz CHALICE,Free of Charge,,CS,2.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/3669570_78085010.pdf,3669570_78085010.pdf,2026.05,invoice,3669570,2026-05-08,1,TEN172,TENNENTS 10 OZ GLASSWARE X 24,Free of Charge,,CS,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 183.92 3660738_78043265.pdf,5.01 183.92 3660738_78043265.pdf,2026.05,invoice,3660738,2026-05-01,1,BRE017,BREWDOG PUNK IPA NRB 12X330ML,,,CS,1.0,19.7,19.7,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 183.92 3660738_78043265.pdf,5.01 183.92 3660738_78043265.pdf,2026.05,invoice,3660738,2026-05-01,1,GUI004,GUINNESS DRAUGHT 0% CAN 440X24,SHARED ITEM,,CS,2.0,23.0,46.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 183.92 3660738_78043265.pdf,5.01 183.92 3660738_78043265.pdf,2026.05,invoice,3660738,2026-05-01,1,SEV006,7 UP FREE 24X330ML NRB,SHARED ITEM,,CS,1.0,18.05,18.05,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 183.92 3660738_78043265.pdf,5.01 183.92 3660738_78043265.pdf,2026.05,invoice,3660738,2026-05-01,1,T00046710,SANTA RITA 8KM SAUVB 12.5%75X6,MCW & BWL SHARED,,EA,10.0,6.3,63.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 183.92 3660738_78043265.pdf,5.01 183.92 3660738_78043265.pdf,2026.05,invoice,3660738,2026-05-01,2,FUN051,FUNKIN GOMM S/CANE SYRUP6X70CL,,,EA,2.0,3.91,7.82,
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,2.0,130.75,261.5,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,400745,Caledonia Best 30L Keg,,30L,EA,2.0,55.45,110.9,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,400751,Menabrea 4.8% 50L Keg,,50L,EA,2.0,174.01,348.02,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,80000142,MAGNERS ORIG 24x330ml NRB,,,CS,8.0,19.44,155.52,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,80000672,Menabrea Bionda 0% 24x330ml,,,CS,1.0,16.99,16.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,APE002,APEROL 6X70CL,,,EA,2.0,13.34,26.68,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,BAI001,BAILEYS IRISH CRM 70cl x6,,,EA,2.0,13.09,26.18,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,BLAC06,J.W. BLACK LABEL 6X70CL,,,EA,1.0,25.94,25.94,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,BRE017,BREWDOG PUNK IPA NRB 12X330ML,,,CS,2.0,19.7,39.4,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,BUD010,BUDWEISER 4.5% 24X330ML,,,CS,6.0,22.77,136.62,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,COR008,Corona Beer 24x330ml NRB ABI,,,CS,6.0,26.05,156.3,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.05 Tennet/5.01 4063.79 3660286_78042815.pdf,5.01 4063.79 3660286_78042815.pdf,2026.05,invoice,3660286,2026-05-01,1,DIE008,IRN BRU DIET NRB 330X24,,,CS,1.0,19.99,19.99,20.0
